"filename", "language", "C#", "comment", "blank", "total"
"j:\Unity3d\Projects\Galactic Frontier\Assets\Resources\Scripts\Cards\CardDataManager.cs", "C#", 25, 0, 1, 26
"j:\Unity3d\Projects\Galactic Frontier\Assets\Resources\Scripts\Entity\CardEntity.cs", "C#", 41, 1, 12, 54
"j:\Unity3d\Projects\Galactic Frontier\Assets\Resources\Scripts\UI\HoverShowEditButton.cs", "C#", 11, 0, 0, 11
"Total", "-", 77, 1, 13, 91
